Order Date,Order Ref No,Customer Ref,Order Number,Product Key,Region Key,Order Quantity
25/12/2015,2015YY249460,122281,ON#2349,295,175,3
25/12/2015,2015YY249460,122281,ON#2397,260,164,3
25/12/2015,2015YY249460,122281,ON#2366,315,105,3
25/12/2015,2015YY249460,122281,ON#2357,384,141,3
24/06/2018,2018XX278216,132931,ON#2359,232,217,3
11/12/2017,2017XX231148,127336,ON#2437,467,142,4
11/12/2017,2017XX231148,127336,ON#2429,424,152,3
03/11/2017,2017XX230182,128206,ON#2362,373,195,4
07/10/2017,2017XX256453,122851,ON#2390,479,150,3
28/11/2017,2017XX232086,122311,ON#2425,327,151,4
23/11/2018,2018YY223133,130081,ON#2391,227,189,3
16/10/2017,2017YY239891,130681,ON#2430,432,187,4
16/10/2017,2017YY239891,130681,ON#2356,208,180,3
26/10/2017,2017XX212598,127186,ON#2420,383,141,3
11/07/2018,2018XX218380,129571,ON#2395,364,180,4
21/03/2015,2015XX220704,128041,ON#2422,285,170,3
21/03/2015,2015XX220704,128041,ON#2441,425,114,4
21/03/2018,2018XX216658,122206,ON#2441,241,208,4
03/12/2015,2015XX218667,130831,ON#2426,452,121,3
03/12/2015,2015XX218667,130831,ON#2374,289,139,4
18/08/2018,2018YY216259,122446,ON#2367,488,122,4
18/08/2018,2018YY216259,122446,ON#2428,437,128,4
18/08/2018,2018YY216259,122446,ON#2398,302,100,4
09/10/2018,2018XX264069,130876,ON#2414,355,184,4
15/12/2017,2017XX245904,127651,ON#2387,356,103,3
15/12/2017,2017XX229972,128416,ON#2368,285,171,4
15/12/2017,2017XX229972,128416,ON#2372,487,219,3
11/11/2015,2015XX251616,132151,ON#2412,298,168,3
11/11/2015,2015XX251616,132151,ON#2386,275,182,4
20/04/2016,2016XX274317,129241,ON#2440,308,110,3
09/08/2018,2018XX249677,132826,ON#2426,346,183,4
09/08/2018,2018XX249677,132826,ON#2377,393,113,4
09/08/2018,2018XX249677,132826,ON#2428,313,191,4
09/08/2018,2018XX249677,132826,ON#2443,326,102,4
28/03/2016,2016XX215342,125191,ON#2420,426,203,4
28/03/2016,2016XX215342,125191,ON#2427,354,213,4
17/07/2018,2018YY243419,129016,ON#2393,456,185,4
30/04/2018,2018XX224687,132601,ON#2372,386,107,3
13/08/2016,2016XX237770,130726,ON#2434,223,164,3
13/08/2016,2016XX237770,130726,ON#2441,235,193,3
13/08/2016,2016XX237770,130726,ON#2378,348,192,3
13/08/2016,2016XX237770,130726,ON#2373,291,182,4
13/08/2016,2016XX237770,130726,ON#2425,296,151,4
13/08/2016,2016XX237770,130726,ON#2388,465,192,4
13/08/2016,2016XX237770,130726,ON#2353,381,109,3
30/05/2018,2018YY218849,129631,ON#2403,410,189,3
14/08/2015,2015YY277075,125731,ON#2450,385,127,3
28/12/2015,2015YY217547,126601,ON#2418,312,219,4
28/12/2015,2015YY217547,126601,ON#2446,459,197,4
28/03/2017,2017XX212661,125041,ON#2377,247,112,4
24/04/2016,2016XX241431,131581,ON#2444,232,183,3
24/04/2016,2016XX241431,131581,ON#2417,457,117,3
22/11/2018,2018YY228544,129481,ON#2402,384,187,3
31/12/2015,2015XX238596,122926,ON#2408,486,197,4
06/06/2015,2015XX221432,124981,ON#2397,433,208,3
05/12/2016,2016XX230084,125971,ON#2393,304,213,4
05/12/2016,2016XX230084,125971,ON#2412,301,220,4
05/12/2016,2016XX230084,125971,ON#2400,268,123,4
27/10/2018,2018XX240703,131236,ON#2441,296,144,4
10/12/2015,2015XX212388,124066,ON#2421,403,143,4
04/12/2018,2018YY260723,128686,ON#2356,435,133,4
04/12/2018,2018YY260723,128686,ON#2397,429,172,4
04/12/2018,2018YY260723,128686,ON#2358,341,157,3
09/12/2016,2016XX223203,124771,ON#2420,281,174,3
20/05/2015,2015XX280673,129706,ON#2373,225,157,4
26/06/2016,2016YY263341,129556,ON#2399,474,118,3
26/06/2016,2016YY263341,129556,ON#2375,233,158,3
18/08/2018,2018XX237875,121366,ON#2412,364,138,3
13/12/2017,2017XX250608,128761,ON#2426,315,171,3
13/12/2017,2017XX250608,128761,ON#2446,303,180,3
13/12/2017,2017XX250608,128761,ON#2357,381,142,3
13/12/2017,2017XX250608,128761,ON#2401,427,208,4
12/05/2015,2015YY232947,131221,ON#2393,300,218,3
10/07/2016,2016XX222160,121876,ON#2424,307,108,3
28/08/2015,2015YY261339,121156,ON#2433,355,120,3
31/08/2016,2016XX275640,121516,ON#2414,433,144,3
20/10/2017,2017XX231463,121831,ON#2377,253,215,3
11/07/2017,2017XX233206,127111,ON#2418,264,154,3
27/09/2017,2017YY211618,132541,ON#2405,469,204,4
03/12/2018,2018YY275003,129421,ON#2409,467,188,3
03/12/2018,2018YY275003,129421,ON#2379,208,217,4
03/12/2018,2018YY275003,129421,ON#2366,410,136,3
03/12/2018,2018YY275003,129421,ON#2407,475,114,3
03/12/2018,2018YY275003,129421,ON#2388,275,212,3
03/12/2018,2018YY275003,129421,ON#2362,261,105,3
27/12/2017,2017XX241081,129241,ON#2364,404,140,4
27/12/2017,2017XX241081,129241,ON#2419,247,150,3
27/12/2017,2017XX241081,129241,ON#2425,426,145,4
27/12/2017,2017XX241081,129241,ON#2375,408,185,3
27/12/2017,2017XX241081,129241,ON#2370,426,155,3
27/12/2017,2017XX241081,129241,ON#2384,370,186,3
06/12/2017,2017XX251777,132586,ON#2357,270,117,4
28/09/2018,2018YY280715,128761,ON#2380,327,213,4
28/09/2018,2018YY280715,128761,ON#2385,377,104,3
17/08/2016,2016XX258161,129001,ON#2407,365,187,4
17/08/2016,2016XX258161,129001,ON#2408,233,134,3
17/08/2016,2016XX258161,129001,ON#2395,236,213,3
27/06/2016,2016YY224540,122281,ON#2414,329,102,4
27/06/2016,2016YY224540,122281,ON#2429,224,195,3
27/06/2016,2016YY224540,122281,ON#2376,280,150,3
27/06/2016,2016YY224540,122281,ON#2377,233,195,3
28/06/2016,2016XX246233,128881,ON#2449,312,166,4
28/06/2016,2016XX246233,128881,ON#2388,364,119,4
28/06/2016,2016XX246233,128881,ON#2380,350,137,3
28/06/2016,2016XX246233,128881,ON#2446,209,216,4
10/12/2018,2018YY253065,126856,ON#2355,405,205,3
25/02/2017,2017XX220620,126076,ON#2359,282,121,3
31/12/2017,2018YY277166,125026,ON#2444,396,180,4
31/12/2017,2018YY277166,125026,ON#2392,304,184,4
06/10/2017,2017XX255753,125521,ON#2390,428,125,3
06/10/2017,2017XX255753,125521,ON#2399,382,185,3
05/10/2016,2016XX271076,124291,ON#2402,433,210,4
22/10/2016,2016XX229013,132661,ON#2415,211,160,4
22/10/2016,2016XX229013,132661,ON#2437,366,194,3
25/12/2018,2018XX256432,130786,ON#2353,392,191,4
25/12/2018,2018XX256432,130786,ON#2384,309,166,3
06/11/2016,2016XX272427,132076,ON#2426,376,218,4
10/10/2018,2018XX258441,131446,ON#2371,397,220,3
10/10/2018,2018XX258441,131446,ON#2366,266,176,4
10/10/2018,2018XX258441,131446,ON#2355,298,144,3
10/10/2018,2018XX258441,131446,ON#2355,280,211,4
14/12/2017,2017XX212549,123871,ON#2385,359,165,3
14/12/2017,2017XX212549,123871,ON#2440,462,128,4
14/12/2017,2017XX212549,123871,ON#2378,328,122,3
14/12/2017,2017XX212549,123871,ON#2435,281,112,3
16/11/2016,2016YY237448,125836,ON#2390,341,106,4
04/09/2018,2018XX279609,122836,ON#2412,387,112,4
04/09/2018,2018XX279609,122836,ON#2398,309,125,3
22/09/2016,2016XX241669,124291,ON#2389,248,183,3
22/09/2016,2016XX241669,124291,ON#2370,417,178,3
13/04/2018,2018XX227501,122491,ON#2364,419,127,3
28/05/2018,2018XX279441,122026,ON#2425,297,219,4
28/05/2018,2018XX279441,122026,ON#2436,240,110,4
28/05/2018,2018XX279441,122026,ON#2405,434,148,3
12/10/2017,2017XX213375,126676,ON#2410,216,154,4
12/10/2017,2017XX213375,126676,ON#2374,244,111,4
23/11/2018,2018XX241354,126016,ON#2384,343,105,3
23/11/2018,2018XX241354,126016,ON#2410,466,115,3
03/09/2016,2016XX258714,123751,ON#2378,428,119,3
03/09/2016,2016XX258714,123751,ON#2425,405,164,3
13/09/2017,2017XX255123,122236,ON#2421,352,191,3
30/06/2015,2015XX258098,124951,ON#2439,463,213,4
27/05/2017,2017XX250769,124471,ON#2418,431,104,4
15/06/2018,2018XX240570,127696,ON#2421,272,179,4
15/06/2018,2018XX240570,127696,ON#2359,445,161,4
09/05/2018,2018XX262200,121231,ON#2386,340,211,4
09/05/2018,2018XX262200,121231,ON#2432,461,190,4
18/03/2018,2018XX243860,125521,ON#2421,254,163,4
18/03/2018,2018XX243860,125521,ON#2376,263,215,4
25/07/2018,2018XX270320,127591,ON#2433,257,114,3
06/06/2015,2015XX271951,127441,ON#2382,220,209,3
04/06/2016,2016XX223343,131896,ON#2373,421,219,4
04/06/2016,2016XX223343,131896,ON#2355,407,168,3
04/06/2016,2016XX223343,131896,ON#2427,379,167,4
04/06/2016,2016XX223343,131896,ON#2446,483,112,3
04/06/2016,2016XX223343,131896,ON#2419,383,196,3
04/06/2016,2016XX223343,131896,ON#2357,255,127,4
04/06/2016,2016XX223343,131896,ON#2406,239,199,3
19/10/2017,2017XX222622,129961,ON#2359,420,130,4
23/10/2017,2017XX227445,121561,ON#2405,344,107,3
23/10/2017,2017XX227445,121561,ON#2381,483,142,3
11/02/2017,2017XX227760,127696,ON#2360,346,113,3
11/02/2017,2017XX227760,127696,ON#2359,286,142,3
07/06/2018,2018YY244413,124666,ON#2380,244,103,3
07/06/2018,2018YY244413,124666,ON#2384,285,124,4
07/06/2018,2018YY244413,124666,ON#2416,437,139,3
31/08/2017,2017XX244763,127756,ON#2362,343,147,4
31/08/2017,2017XX244763,127756,ON#2425,243,103,3
31/08/2017,2017XX244763,127756,ON#2359,261,206,4
31/08/2017,2017XX244763,127756,ON#2367,369,211,3
28/04/2018,2018XX250629,121381,ON#2446,280,138,4
15/04/2015,2015XX225723,126406,ON#2444,211,116,3
15/04/2015,2015XX225723,126406,ON#2387,279,160,3
15/04/2015,2015XX225723,126406,ON#2372,417,191,4
15/04/2015,2015XX225723,126406,ON#2372,285,197,4
15/04/2015,2015XX225723,126406,ON#2391,259,140,3
15/08/2017,2017XX280428,130561,ON#2403,399,118,3
02/12/2017,2017XX238911,129301,ON#2372,472,151,4
29/09/2017,2017XX271125,125641,ON#2364,351,139,4
29/09/2017,2017XX271125,125641,ON#2397,449,170,3
29/09/2017,2017XX271125,125641,ON#2410,276,174,4
29/09/2017,2017XX271125,125641,ON#2372,202,170,3
25/07/2017,2017XX213200,126151,ON#2390,436,199,3
30/04/2018,2018YY266064,122266,ON#2416,367,118,3
21/12/2015,2015XX249894,123106,ON#2376,307,184,4
21/12/2015,2015XX249894,123106,ON#2370,270,176,4
21/12/2015,2015XX249894,123106,ON#2411,329,147,4
21/12/2015,2015XX249894,123106,ON#2439,445,160,3
21/12/2015,2015XX249894,123106,ON#2392,321,181,4
18/12/2016,2016YY249334,126946,ON#2440,259,150,3
18/12/2016,2016YY249334,126946,ON#2367,291,120,3
18/12/2016,2016YY249334,126946,ON#2352,237,191,3
18/12/2016,2016YY249334,126946,ON#2406,245,161,4
18/12/2016,2016YY249334,126946,ON#2423,469,171,3
12/06/2018,2018XX251511,127231,ON#2395,425,220,4
12/06/2018,2018XX251511,127231,ON#2449,328,155,3
12/06/2018,2018XX251511,127231,ON#2427,231,169,3
12/06/2018,2018XX251511,127231,ON#2439,228,150,3
25/07/2017,2017XX277453,124186,ON#2428,273,135,4
18/06/2017,2017XX269648,122011,ON#2350,349,123,3
18/06/2017,2017XX269648,122011,ON#2424,421,169,3
18/06/2017,2017XX269648,122011,ON#2425,473,147,3
29/07/2018,2018XX249362,132961,ON#2387,365,106,3
29/07/2018,2018XX249362,132961,ON#2436,421,216,4
29/07/2018,2018XX249362,132961,ON#2371,312,125,4
29/07/2018,2018XX249362,132961,ON#2412,377,177,3
31/4/2015,2015XX223616,126391,ON#2351,409,111,4
17/12/2015,2015XX219486,124831,ON#2379,283,168,4
17/12/2015,2015XX219486,124831,ON#2411,420,170,4
19/06/2018,2018XX232856,121216,ON#2386,344,104,3
13/06/2016,2016YY234123,127876,ON#2444,367,119,4
04/12/2018,2018XX254339,123766,ON#2386,361,144,3
13/12/2016,2016XX240255,125071,ON#2446,249,171,4
11/11/2016,2016XX220949,124531,ON#2368,307,175,4
19/05/2016,2016XX253814,124366,ON#2367,450,200,4
19/05/2016,2016XX253814,124366,ON#2368,408,193,4
08/07/2015,2015XX217442,129661,ON#2446,221,204,4
02/10/2018,2018YY246443,123436,ON#2435,248,109,4
23/06/2017,2017XX270866,126601,ON#2400,484,153,4
12/12/2017,2017XX243181,127906,ON#2365,391,109,4
12/12/2017,2017XX243181,127906,ON#2439,308,114,4
26/12/2015,2015XX230364,129286,ON#2437,412,129,3
26/12/2015,2015XX230364,129286,ON#2393,438,166,4
08/12/2015,2015XX234536,128011,ON#2377,325,186,4
19/08/2017,2017XX235894,132046,ON#2450,229,154,3
29/04/2016,2016YY215209,130546,ON#2360,213,191,4
29/04/2016,2016YY215209,130546,ON#2365,459,104,4
29/04/2016,2016YY215209,130546,ON#2418,416,129,4
29/04/2016,2016YY215209,130546,ON#2381,397,120,4
08/05/2017,2017XX231743,124711,ON#2448,311,131,4
14/07/2016,2016XX266267,130156,ON#2432,225,110,3
14/07/2016,2016XX266267,130156,ON#2351,311,211,4
14/07/2016,2016XX266267,130156,ON#2364,232,163,3
19/03/2016,2016XX216938,125866,ON#2396,372,116,4
19/03/2016,2016XX216938,125866,ON#2384,266,208,3
13/12/2018,2018XX275577,123466,ON#2433,220,141,3
13/12/2018,2018XX275577,123466,ON#2407,339,174,4
13/12/2018,2018XX275577,123466,ON#2406,462,184,4
06/04/2018,2018XX279336,127171,ON#2449,335,126,4
06/04/2018,2018XX279336,127171,ON#2360,440,112,3
06/04/2018,2018XX279336,127171,ON#2412,453,126,3
06/04/2018,2018XX279336,127171,ON#2446,403,208,4
04/04/2017,2017XX231218,132271,ON#2383,354,138,3
04/04/2017,2017XX231218,132271,ON#2411,299,165,3
25/12/2017,2017XX234739,122356,ON#2355,292,156,4
08/11/2017,2017XX238862,124606,ON#2433,338,218,4
10/12/2017,2017XX271202,124981,ON#2421,249,125,4
21/12/2018,2018XX214712,125131,ON#2369,423,208,4
13/12/2016,2016YY278433,127036,ON#2388,466,204,3
04/03/2018,2018XX237567,131491,ON#2379,229,207,3
04/03/2018,2018XX237567,131491,ON#2425,361,216,3
22/10/2018,2018XX281030,124981,ON#2391,381,214,4
30/05/2018,2018YY255795,132586,ON#2358,480,111,3
04/12/2015,2015XX232786,131716,ON#2385,330,154,4
04/12/2015,2015XX232786,131716,ON#2448,492,195,3
04/12/2015,2015XX232786,131716,ON#2351,388,119,3
30/12/2017,2017XX228873,122896,ON#2445,210,150,4
30/12/2017,2017XX228873,122896,ON#2366,265,139,4
18/10/2015,2015XX224064,129661,ON#2374,305,105,3
25/12/2018,2018XX234914,129931,ON#2412,468,196,3
25/05/2016,2016XX229440,124381,ON#2432,315,129,3
10/04/2016,2016XX234368,129751,ON#2447,450,123,3
10/04/2016,2016XX234368,129751,ON#2374,413,148,3
03/07/2018,2018XX270096,122971,ON#2433,421,156,4
20/10/2017,2017YY226101,123541,ON#2444,244,198,4
20/10/2017,2017YY226101,123541,ON#2356,332,174,4
31/11/2015,2015YY278475,121561,ON#2420,319,177,4
24/12/2018,2018XX230959,123496,ON#2425,412,219,3
24/12/2018,2018XX230959,123496,ON#2448,359,115,4
24/12/2018,2018XX230959,123496,ON#2449,347,166,3
17/12/2018,2018XX219304,124906,ON#2411,344,194,3
20/03/2017,2017XX212843,123871,ON#2422,331,186,3
20/03/2017,2017XX212843,123871,ON#2374,256,140,4
08/12/2018,2018XX243559,130186,ON#2357,469,210,4
09/08/2015,2015XX261514,129136,ON#2374,213,109,4
08/12/2015,2015XX270523,131836,ON#2400,359,185,3
08/12/2015,2015XX270523,131836,ON#2405,316,129,4
08/12/2015,2015XX270523,131836,ON#2390,227,196,3
28/02/2018,2018YY259197,125686,ON#2384,434,204,4
12/12/2016,2016XX215559,126181,ON#2403,267,216,3
12/12/2016,2016XX215559,126181,ON#2390,430,160,3
12/12/2016,2016XX215559,126181,ON#2417,378,205,3
12/12/2016,2016XX215559,126181,ON#2395,403,144,3
12/12/2016,2016XX215559,126181,ON#2378,441,173,4
12/12/2016,2016XX215559,126181,ON#2361,344,202,3
12/12/2016,2016XX215559,126181,ON#2444,336,104,3
12/12/2016,2016XX215559,126181,ON#2412,342,109,4
12/12/2016,2016XX215559,126181,ON#2350,348,197,3
29/07/2016,2016YY252897,129166,ON#2415,310,215,4
17/04/2016,2016XX255935,129361,ON#2448,303,134,3
14/09/2016,2016XX231729,123706,ON#2409,281,107,3
15/06/2017,2017YY260114,129016,ON#2393,226,180,4
15/06/2017,2017YY260114,129016,ON#2388,229,162,3
15/06/2017,2017YY260114,129016,ON#2384,203,103,4
15/06/2017,2017YY260114,129016,ON#2405,402,162,3
15/06/2017,2017YY260114,129016,ON#2430,344,181,4
15/06/2017,2017YY260114,129016,ON#2408,274,100,4
15/06/2017,2017YY260114,129016,ON#2381,328,106,4
14/08/2018,2018XX247577,128566,ON#2439,483,201,3
14/08/2018,2018XX247577,128566,ON#2366,368,107,3
23/12/2016,2016XX248921,129541,ON#2371,256,134,4
23/12/2016,2016XX248921,129541,ON#2354,222,193,3
23/12/2016,2016XX248921,129541,ON#2362,257,120,3
24/12/2015,2015XX260268,130321,ON#2431,308,210,3
28/12/2016,2016XX262802,130561,ON#2394,358,154,3
28/12/2016,2016XX262802,130561,ON#2403,282,189,3
15/12/2017,2017XX232583,125221,ON#2406,256,180,4
15/12/2017,2017XX232583,125221,ON#2402,463,120,3
15/12/2017,2017XX232583,125221,ON#2387,468,151,3
09/06/2017,2017XX222909,132736,ON#2436,481,196,3
27/12/2015,2015XX250811,128806,ON#2421,234,121,3
27/12/2015,2015XX250811,128806,ON#2398,454,202,4
27/12/2015,2015XX250811,128806,ON#2358,203,181,3
27/12/2015,2015XX250811,128806,ON#2353,203,211,3
09/07/2018,2018XX228649,128236,ON#2386,247,111,4
08/05/2016,2016XX251238,130231,ON#2372,230,112,3
08/05/2016,2016XX251238,130231,ON#2431,488,148,3
11/08/2017,2017XX245435,129676,ON#2358,202,171,3
22/12/2017,2017XX251231,123316,ON#2420,299,219,4
22/12/2017,2017XX251231,123316,ON#2405,287,151,3
22/12/2017,2017XX251231,123316,ON#2366,371,212,3
13/12/2018,2018YY247920,126721,ON#2404,233,207,3
02/12/2015,2015XX263775,126256,ON#2384,308,138,4
02/12/2015,2015XX263775,126256,ON#2419,395,126,3
16/06/2017,2017XX263621,132331,ON#2428,267,157,3
08/12/2015,2015XX231491,128476,ON#2359,360,208,4
08/12/2015,2015XX231491,128476,ON#2430,485,151,3
08/12/2015,2015XX231491,128476,ON#2388,428,133,3
08/12/2015,2015XX231491,128476,ON#2424,417,163,4
06/11/2018,2018XX278874,129286,ON#2425,416,118,4
06/11/2018,2018XX278874,129286,ON#2427,345,133,3
06/11/2018,2018XX278874,129286,ON#2365,299,128,4
02/07/2018,2018XX218044,125461,ON#2404,368,179,3
02/07/2018,2018XX218044,125461,ON#2410,347,120,4
02/07/2018,2018XX218044,125461,ON#2383,436,186,3
21/12/2018,2018XX265336,131161,ON#2404,361,146,4
24/12/2017,2017XX247262,129631,ON#2430,230,195,4
29/10/2018,2018XX229615,126391,ON#2363,468,214,4
08/12/2017,2017YY250601,123586,ON#2414,380,201,4
05/05/2015,2015YY239898,128626,ON#2393,382,216,4
24/08/2016,2016XX235257,128941,ON#2431,394,163,3
26/07/2015,2015XX275682,125731,ON#2403,270,196,4
26/07/2015,2015XX275682,125731,ON#2381,243,188,4
26/07/2015,2015XX275682,125731,ON#2443,300,163,3
09/10/2015,2015XX219031,128386,ON#2429,219,219,3
09/10/2015,2015XX219031,128386,ON#2358,296,121,3
09/10/2015,2015XX219031,128386,ON#2359,462,194,3
09/10/2015,2015XX219031,128386,ON#2394,288,158,3
13/12/2015,2015XX224533,128266,ON#2381,258,200,4
13/12/2015,2015XX224533,128266,ON#2409,440,195,4
13/12/2015,2015XX224533,128266,ON#2350,354,128,3
14/02/2016,2016XX248739,130261,ON#2362,324,188,4
14/02/2016,2016XX248739,130261,ON#2351,380,191,4
14/02/2016,2016XX248739,130261,ON#2385,273,212,4
16/12/2018,2018XX247276,131251,ON#2366,480,212,3
19/12/2017,2017XX212759,125731,ON#2400,363,141,3
12/05/2015,2015XX250153,125566,ON#2434,403,203,4
11/12/2017,2017XX236377,131086,ON#2410,358,115,3
11/12/2017,2017XX236377,131086,ON#2448,352,196,4
27/07/2018,2018XX274744,131836,ON#2384,300,124,4
14/12/2018,2018XX233703,132181,ON#2365,247,103,3
14/12/2018,2018XX233703,132181,ON#2398,261,110,4
14/12/2018,2018XX233703,132181,ON#2445,429,140,3
14/12/2018,2018XX233703,132181,ON#2388,385,143,3
25/12/2018,2018XX242579,131551,ON#2432,205,157,4
25/12/2018,2018XX242579,131551,ON#2350,267,138,3
24/06/2018,2018XX275255,127756,ON#2407,306,187,3
24/06/2018,2018XX275255,127756,ON#2382,304,170,3
24/06/2018,2018XX275255,127756,ON#2430,480,198,3
24/06/2018,2018XX275255,127756,ON#2450,367,185,3
03/12/2015,2015XX244077,127501,ON#2414,290,136,3
04/11/2015,2015YY267030,131266,ON#2417,307,160,4
04/11/2015,2015YY267030,131266,ON#2405,364,133,3
29/08/2017,2017YY243104,130351,ON#2429,484,117,4
03/12/2018,2018XX254780,132286,ON#2434,301,218,3
03/12/2018,2018XX254780,132286,ON#2387,333,163,3
03/12/2018,2018XX254780,132286,ON#2365,331,101,4
03/12/2018,2018XX254780,132286,ON#2436,285,100,4
09/04/2018,2018XX215293,121321,ON#2415,407,142,4
09/04/2018,2018XX215293,121321,ON#2363,252,182,4
17/12/2015,2015XX262592,131806,ON#2353,477,151,3
28/12/2017,2017XX274380,130456,ON#2446,436,134,3
28/12/2017,2017XX274380,130456,ON#2356,215,104,4
28/12/2017,2017XX274380,130456,ON#2380,492,137,4
28/12/2017,2017XX274380,130456,ON#2430,398,207,3
24/12/2017,2017XX246989,124876,ON#2422,309,179,3
24/12/2017,2017XX246989,124876,ON#2398,430,209,3
24/12/2017,2017XX246989,124876,ON#2381,302,216,3
24/12/2017,2017XX246989,124876,ON#2444,400,163,4
24/12/2017,2017XX246989,124876,ON#2431,481,130,4
24/12/2017,2017XX246989,124876,ON#2447,309,198,4
24/12/2017,2017XX246989,124876,ON#2390,328,106,4
16/11/2015,2015YY233234,121771,ON#2351,409,217,4
16/11/2015,2015YY233234,121771,ON#2383,285,118,4
23/09/2017,2017XX241697,131581,ON#2404,289,136,3
18/12/2018,2018XX232149,123421,ON#2411,362,186,3
18/12/2018,2018XX232149,123421,ON#2393,464,129,4
08/04/2018,2018XX222097,131506,ON#2407,270,156,4
08/04/2018,2018XX222097,131506,ON#2362,256,198,4
02/12/2015,2015YY272826,128716,ON#2387,338,158,3
15/11/2015,2015YY257566,126721,ON#2409,205,121,4
15/11/2015,2015YY257566,126721,ON#2385,308,170,3
19/12/2015,2015XX245022,128641,ON#2365,361,139,3
19/12/2015,2015XX245022,128641,ON#2421,400,206,3
15/02/2018,2018XX238519,122821,ON#2382,300,101,4
15/02/2018,2018XX238519,122821,ON#2359,424,132,3
15/02/2018,2018XX238519,122821,ON#2392,200,175,4
15/02/2018,2018XX238519,122821,ON#2374,474,191,3
15/02/2018,2018XX238519,122821,ON#2437,213,157,3
25/10/2016,2016XX273043,128836,ON#2426,443,189,4
25/10/2016,2016XX273043,128836,ON#2411,255,183,4
10/11/2018,2018XX274338,128416,ON#2392,408,174,4
10/11/2018,2018XX274338,128416,ON#2374,202,200,3
03/02/2017,2017XX271517,122686,ON#2362,343,195,4
03/02/2017,2017XX271517,122686,ON#2364,330,143,3
20/09/2018,2018XX212941,131686,ON#2416,356,165,4
26/12/2018,2018XX225268,129226,ON#2354,439,179,3
26/12/2018,2018XX225268,129226,ON#2405,249,171,3
26/12/2018,2018XX225268,129226,ON#2450,217,111,3
26/12/2018,2018XX225268,129226,ON#2397,348,128,4
11/10/2018,2018XX237651,121456,ON#2391,423,191,4
20/11/2018,2018XX228866,128611,ON#2381,292,103,3
02/12/2018,2018XX254458,121291,ON#2362,480,145,4
02/12/2018,2018XX254458,121291,ON#2438,305,122,3
03/10/2015,2015YY250041,127456,ON#2417,336,140,3
03/10/2015,2015YY250041,127456,ON#2447,338,196,4
26/04/2018,2018XX254864,125326,ON#2413,308,157,4
28/10/2016,2016XX218191,133021,ON#2358,365,174,4
28/10/2016,2016XX218191,133021,ON#2395,389,110,3
28/10/2016,2016XX218191,133021,ON#2355,295,135,4
16/04/2016,2016XX266337,127411,ON#2424,393,114,3
07/02/2018,2018XX262144,124501,ON#2413,318,101,4
14/02/2015,2015XX268360,122716,ON#2433,399,136,3
14/02/2015,2015XX268360,122716,ON#2381,393,173,3
14/02/2015,2015XX268360,122716,ON#2435,428,160,4
07/03/2016,2016XX267695,126211,ON#2445,431,215,4
07/03/2016,2016XX267695,126211,ON#2425,260,162,3
07/03/2016,2016XX267695,126211,ON#2395,425,202,4
22/12/2018,2018XX217995,128206,ON#2450,269,175,4
06/10/2017,2017XX262585,127096,ON#2440,355,204,4
06/10/2017,2017XX262585,127096,ON#2408,448,213,4
06/10/2017,2017XX262585,127096,ON#2413,384,193,4
05/11/2015,2015XX213298,127126,ON#2403,417,141,3
28/12/2018,2018XX218338,122431,ON#2433,270,206,3
28/12/2018,2018XX218338,122431,ON#2379,364,121,4
28/11/2017,2017XX237028,124441,ON#2375,471,214,3
10/07/2016,2016XX255403,129526,ON#2401,215,137,4
09/12/2018,2018XX229139,121336,ON#2439,279,145,4
17/04/2016,2016XX265119,129091,ON#2380,282,174,4
10/07/2015,2015XX271475,132316,ON#2435,255,148,3
10/07/2015,2015XX271475,132316,ON#2365,298,142,4
10/07/2015,2015XX271475,132316,ON#2368,488,142,4
21/04/2016,2016XX238820,126841,ON#2353,456,207,3
21/04/2016,2016XX238820,126841,ON#2448,420,198,4
19/12/2017,2017XX277439,132646,ON#2447,242,136,3
19/12/2017,2017XX277439,132646,ON#2366,474,112,3
08/04/2015,2015XX267800,121126,ON#2421,316,185,4
08/04/2015,2015XX267800,121126,ON#2418,238,100,3
08/04/2015,2015XX267800,121126,ON#2422,322,190,4
16/06/2017,2017XX252393,124111,ON#2353,326,114,4
26/06/2016,2016XX220921,123856,ON#2374,268,133,3
03/09/2016,2016XX233619,122566,ON#2398,333,113,3
03/09/2016,2016XX233619,122566,ON#2421,209,154,3
03/09/2016,2016XX233619,122566,ON#2441,404,184,4
03/09/2016,2016XX233619,122566,ON#2357,235,102,3
07/12/2017,2017YY265028,127666,ON#2399,395,121,3
07/12/2017,2017YY265028,127666,ON#2442,489,121,4
07/12/2017,2017YY265028,127666,ON#2374,419,144,4
07/12/2017,2017YY265028,127666,ON#2421,490,201,4
08/12/2017,2017XX276109,130156,ON#2378,321,220,3
19/10/2016,2016XX253415,127321,ON#2445,319,205,3
08/12/2016,2016XX276263,121321,ON#2369,259,135,3
08/12/2016,2016XX276263,121321,ON#2383,224,194,4
08/12/2016,2016XX276263,121321,ON#2399,261,190,4
10/12/2017,2017YY242327,130741,ON#2423,490,172,4
10/12/2017,2017YY242327,130741,ON#2430,342,193,3
10/12/2017,2017YY242327,130741,ON#2354,432,217,4
17/12/2015,2015XX271279,121186,ON#2413,457,210,4
07/12/2017,2017XX221138,126181,ON#2365,347,205,3
07/10/2016,2016XX271909,123871,ON#2407,317,117,3
04/10/2015,2015XX236384,121501,ON#2407,440,113,4
